EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3819190,Fog,Moderate,2016-03-20 20:40:00+00:00,2016-03-21 02:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819191,Fog,Moderate,2016-03-21 13:47:00+00:00,2016-03-21 14:05:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819192,Fog,Moderate,2016-03-21 14:37:00+00:00,2016-03-21 21:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819193,Fog,Moderate,2016-03-28 10:47:00+00:00,2016-03-28 11:14:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819194,Rain,Light,2016-03-28 14:47:00+00:00,2016-03-28 15:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819195,Rain,Light,2016-03-28 16:12:00+00:00,2016-03-28 16:32:00+00:00,0.02,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819196,Fog,Moderate,2016-04-02 16:47:00+00:00,2016-04-02 17:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819197,Fog,Moderate,2016-04-04 15:47:00+00:00,2016-04-04 16:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819198,Fog,Moderate,2016-04-06 15:47:00+00:00,2016-04-06 16:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819199,Rain,Light,2016-04-07 21:47:00+00:00,2016-04-07 23:47:00+00:00,0.05,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819200,Rain,Light,2016-04-08 00:47:00+00:00,2016-04-08 01:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819201,Rain,Light,2016-04-08 09:47:00+00:00,2016-04-08 10:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819202,Rain,Light,2016-04-08 17:52:00+00:00,2016-04-08 18:20:00+00:00,0.01,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819203,Rain,Light,2016-04-08 19:12:00+00:00,2016-04-08 19:39:00+00:00,0.01,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819204,Rain,Light,2016-04-08 19:44:00+00:00,2016-04-08 20:11:00+00:00,0.02,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819205,Rain,Light,2016-04-08 20:14:00+00:00,2016-04-08 20:47:00+00:00,0.01,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819206,Rain,Light,2016-04-08 20:56:00+00:00,2016-04-08 22:25:00+00:00,0.28,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819207,Rain,Light,2016-04-08 22:41:00+00:00,2016-04-08 23:11:00+00:00,0.11,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819208,Rain,Light,2016-04-09 02:47:00+00:00,2016-04-09 02:56:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819209,Rain,Light,2016-04-09 12:12:00+00:00,2016-04-09 13:47:00+00:00,0.04,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819210,Rain,Light,2016-04-09 17:05:00+00:00,2016-04-09 17:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819211,Rain,Light,2016-04-09 18:47:00+00:00,2016-04-09 19:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819212,Rain,Light,2016-04-09 20:18:00+00:00,2016-04-09 20:26:00+00:00,0.04,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819213,Rain,Light,2016-04-09 21:47:00+00:00,2016-04-09 23:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819214,Fog,Moderate,2016-04-12 16:47:00+00:00,2016-04-12 17:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819215,Fog,Moderate,2016-04-14 15:47:00+00:00,2016-04-14 17:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
